Institute,Program,Seat Type,Gender,OR,CR
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",EWS,Gender-Neutral,935,1060
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",2019,2019
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,1601,2716
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",5701,5973
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",OPEN,Gender-Neutral,3424,4718
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",8821,9292
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",OPEN(PwD),Gender-Neutral,219,219
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",SC,Gender-Neutral,622,1267
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",1874,1874
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",ST,Gender-Neutral,680,830
IITBombay,"EnvironmentalScienceandEngineering
(4YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",1587,1587
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",EWS,Gender-Neutral,279,303
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",706,706
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,401,1196
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",2881,3817
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,1042,1726
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",3258,4762
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",OPEN(PwD),Gender-Neutral,63,63
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",SC,Gender-Neutral,588,999
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",1052,1052
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",ST,Gender-Neutral,323,351
IITBombay,"IndustrialEngineeringandOperations
Research(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",1404,1404
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,1796,1953
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",3738,3738
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,4238,4726
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",8450,9050
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,9968,12562
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",20688,22150
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,2311,2546
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",4406,4406
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,717,795
IITMandi,"CivilEngineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",1526,1526
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,330,489
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",825,1058
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS(PwD),Gender-Neutral,25,25
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,765,1274
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",2698,3578
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,104,104
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,1803,3118
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",6049,6725
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN(PwD),Gender-Neutral,178,178
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN(PwD),"Female-only
(including
Supernumerary)",258,258
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,Gender-Neutral,542,761
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",1061,1732
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,Gender-Neutral,293,371
IITMandi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",870,870
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,855,1188
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",2285,2285
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,2320,2932
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",6754,7019
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,4772,6909
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",11796,12842
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,1216,1650
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",2943,3151
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,772,833
IITMandi,"ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",1632,1632
IITMandi,"EngineeringPhysics(4YearsBachelorof
Technology)",EWS,Gender-Neutral,1885,1958
IITMandi,"EngineeringPhysics(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",3601,3601
IITMandi,"EngineeringPhysics(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,4320,5006
IITMandi,"EngineeringPhysics(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",8869,8869
IITMandi,"EngineeringPhysics(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,9089,10475
IITMandi,"EngineeringPhysics(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",19986,20153
IITMandi,"EngineeringPhysics(4YearsBachelorof
Technology)",SC,Gender-Neutral,2298,2631
IITMandi,"EngineeringPhysics(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",4734,4734
IITMandi,"EngineeringPhysics(4YearsBachelorof
Technology)",ST,Gender-Neutral,1037,1342
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",EWS,Gender-Neutral,1470,1676
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",3723,3723
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,Gender-Neutral,3063,4112
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",8440,8967
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,Gender-Neutral,6947,9734
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",18047,19060
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",SC,Gender-Neutral,1831,2133
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",3471,3923
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",ST,Gender-Neutral,677,974
IITMandi,"MechanicalEngineering(4Years
BachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",397,397
IITMandi,"BioEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,2124,2215
IITMandi,"BioEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",4493,4493
IITMandi,"BioEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,5184,5698
IITMandi,"BioEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,11233,14239
IITMandi,"BioEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",20007,21077
IITMandi,"BioEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,2614,3144
IITMandi,"BioEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",4590,4590
IITMandi,"BioEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,1331,1502
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",EWS,Gender-Neutral,529,595
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",1401,1401
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",OBC-NCL,Gender-Neutral,1284,1679
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",3683,4638
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",OPEN,Gender-Neutral,3222,3918
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",7110,9188
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",OPEN(PwD),Gender-Neutral,189,189
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",SC,Gender-Neutral,731,977
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",1897,1897
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",ST,Gender-Neutral,378,615
IITMandi,"DataScienceandEngineering(4Years
BachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",983,983
IITMandi,"BSinChemicalSciences(4Years
BachelorofScience)",EWS,Gender-Neutral,2353,2487
IITMandi,"BSinChemicalSciences(4Years
BachelorofScience)",EWS,"Female-only
(including
Supernumerary)",4093,4093
IITMandi,"BSinChemicalSciences(4Years
BachelorofScience)",OBC-NCL,Gender-Neutral,5803,6034
IITMandi,"BSinChemicalSciences(4Years
BachelorofScience)",OPEN,Gender-Neutral,12900,16430
IITMandi,"BSinChemicalSciences(4Years
BachelorofScience)",OPEN,"Female-only
(including
Supernumerary)",23662,23698
IITMandi,"BSinChemicalSciences(4Years
BachelorofScience)",SC,Gender-Neutral,3170,3198
IITMandi,"BSinChemicalSciences(4Years
BachelorofScience)",SC,"Female-only
(including
Supernumerary)",4482,4482
IITMandi,"BSinChemicalSciences(4Years
BachelorofScience)",ST,Gender-Neutral,1493,1529
IITMandi,"B.TechinGeneralEngineering(4Years
BachelorofTechnology)",EWS,Gender-Neutral,1590,1854
IITMandi,"B.TechinGeneralEngineering(4Years
BachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",3230,3230
IITMandi,"B.TechinGeneralEngineering(4Years
BachelorofTechnology)",OBC-NCL,Gender-Neutral,3195,4693
IITMandi,"B.TechinGeneralEngineering(4Years
BachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",7596,8700
IITMandi,"B.TechinGeneralEngineering(4Years
BachelorofTechnology)",OPEN,Gender-Neutral,7482,10842
IITMandi,"B.TechinGeneralEngineering(4Years
BachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",14742,18004
IITMandi,"B.TechinGeneralEngineering(4Years
BachelorofTechnology)",SC,Gender-Neutral,2375,2569
IITMandi,"B.TechinGeneralEngineering(4Years
BachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",4116,4116
IITMandi,"B.TechinGeneralEngineering(4Years
BachelorofTechnology)",ST,Gender-Neutral,1394,1400
IITMandi,"B.TechinMaterialsScienceand
Engineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,2113,2174
IITMandi,"B.TechinMaterialsScienceand
Engineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",3969,3969
IITMandi,"B.TechinMaterialsScienceand
Engineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,5151,5543
IITMandi,"B.TechinMaterialsScienceand
Engineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",8998,8998
IITMandi,"B.TechinMaterialsScienceand
Engineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,12859,14440
IITMandi,"B.TechinMaterialsScienceand
Engineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",21058,23252
IITMandi,"B.TechinMaterialsScienceand
Engineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,2787,3050
IITMandi,"B.TechinMaterialsScienceand
Engineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",4427,4427
IITMandi,"B.TechinMaterialsScienceand
Engineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,1416,1453
IITMandi,"B.TechinMicroelectronics&VLSI(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,969,1093
IITMandi,"B.TechinMicroelectronics&VLSI(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",2281,2281
IITMandi,"B.TechinMicroelectronics&VLSI(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,2377,2943
IITMandi,"B.TechinMicroelectronics&VLSI(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",6343,6353
IITMandi,"B.TechinMicroelectronics&VLSI(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,4694,6643
IITMandi,"B.TechinMicroelectronics&VLSI(4
YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",11035,12194
IITMandi,"B.TechinMicroelectronics&VLSI(4
YearsBachelorofTechnology)",SC,Gender-Neutral,1531,1751
IITMandi,"B.TechinMicroelectronics&VLSI(4
YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",3907,3907
IITMandi,"B.TechinMicroelectronics&VLSI(4
YearsBachelorofTechnology)",ST,Gender-Neutral,1084,1096
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,671,679
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",1517,1517
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,1441,1767
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",3788,4641
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,118,118
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,3634,4089
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",7453,7886
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)",SC,Gender-Neutral,904,1086
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",1940,1940
IITMandi,"B.TechinMathematicsandComputing(4
YearsBachelorofTechnology)",ST,Gender-Neutral,621,678
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,961,1040
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",2000,2341
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,1986,2749
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",5747,7010
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,3677,4849
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",8216,9733
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",OPEN(PwD),"Female-only
(including
Supernumerary)",229,229
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,1100,1548
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",2663,2673
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,496,819
IITDelhi,"BiotechnologyandBiochemical
Engineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",1310,1310
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,283,474
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",1308,1358
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,960,1303
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",2912,3412
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,1689,2221
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",3550,5060
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),Gender-Neutral,140,140
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,126,655
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",974,1348
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,423,481
IITDelhi,"ChemicalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",771,771
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,580,778
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",1688,1972
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,1056,2063
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",4144,5280
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)","OBC-NCL
(PwD)",Gender-Neutral,124,124
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,2666,4169
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",6862,9424
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",OPEN(PwD),Gender-Neutral,159,159
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,396,852
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",1095,1937
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,18,188
IITDelhi,"CivilEngineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",235,312
IITDelhi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,24,35
IITDelhi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",108,145
IITDelhi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,39,89
IITDelhi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",319,394
IITDelhi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,3,3
IITDelhi,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,27,116
